Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhood  District,Location,RowID
170050729,T18,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:20:40 AM,01/05/2017 08:23:05 AM,01/05/2017 08:40:06 AM,,,Fire,01/05/2017 08:51:20 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,false,Fire,2,TRUCK,17,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-T18
170050729,T12,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:05:40 AM,01/05/2017 08:06:34 AM,01/05/2017 08:14:11 AM,,,Fire,01/05/2017 11:00:34 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,false,Fire,2,TRUCK,6,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-T12
170050729,T06,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:05:40 AM,01/05/2017 08:09:03 AM,,,,Fire,01/05/2017 10:34:23 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,false,Fire,2,TRUCK,21,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-T06
170050729,SO2,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:21:59 AM,01/05/2017 08:21:59 AM,01/05/2017 08:37:36 AM,,,Fire,01/05/2017 10:34:24 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,false,Fire,2,SUPPORT,16,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-SO2
170050729,RS2,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:05:40 AM,01/05/2017 08:06:37 AM,01/05/2017 08:16:48 AM,,,Fire,01/05/2017 08:52:26 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,false,Fire,2,RESCUE SQUAD,9,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-RS2
170050729,RC2,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:10:55 AM,01/05/2017 08:11:32 AM,01/05/2017 08:16:49 AM,,,Fire,01/05/2017 09:04:54 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,true,Fire,2,RESCUE CAPTAIN,10,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-RC2
170050729,MA1,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:20:40 AM,01/05/2017 08:25:45 AM,01/05/2017 08:25:48 AM,,,Fire,01/05/2017 10:34:24 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,false,Fire,2,SUPPORT,11,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-MA1
170050729,E40,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:20:40 AM,01/05/2017 08:22:27 AM,01/05/2017 08:27:17 AM,,,Fire,01/05/2017 08:38:08 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,false,Fire,2,ENGINE,14,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-E40
170050729,E39,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:11:45 AM,01/05/2017 08:13:34 AM,01/05/2017 08:41:34 AM,,,Fire,01/05/2017 08:47:09 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,true,Fire,2,ENGINE,20,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-E39
170050729,E24,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:05:40 AM,01/05/2017 08:06:29 AM,01/05/2017 08:11:49 AM,,,Fire,01/05/2017 09:56:32 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,false,Fire,2,ENGINE,3,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-E24
170050729,E22,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:05:40 AM,01/05/2017 08:07:20 AM,01/05/2017 08:11:23 AM,,,Fire,01/05/2017 10:15:10 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,false,Fire,2,ENGINE,2,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-E22
170050729,E21,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:20:40 AM,01/05/2017 08:23:03 AM,01/05/2017 08:28:34 AM,,,Fire,01/05/2017 10:04:13 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,false,Fire,2,ENGINE,15,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-E21
170050729,E20,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:05:40 AM,01/05/2017 08:05:46 AM,01/05/2017 08:07:35 AM,,,Fire,01/05/2017 11:03:49 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,true,Fire,2,ENGINE,1,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-E20
170050729,E12,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:07:09 AM,01/05/2017 08:07:09 AM,01/05/2017 08:12:22 AM,,,Fire,01/05/2017 10:01:44 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,true,Fire,2,ENGINE,4,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-E12
170050729,E06,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:20:40 AM,01/05/2017 08:21:24 AM,01/05/2017 08:27:07 AM,,,Fire,01/05/2017 09:41:19 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,true,Fire,2,ENGINE,13,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-E06
170050729,D2,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:05:40 AM,01/05/2017 08:07:09 AM,01/05/2017 08:16:10 AM,,,Fire,01/05/2017 09:45:25 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,false,Fire,2,CHIEF,8,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-D2
170050729,BE1,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:24:46 AM,01/05/2017 08:24:46 AM,,,,Fire,01/05/2017 08:46:18 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,false,Fire,2,SUPPORT,23,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-BE1
170050729,B08,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:05:40 AM,01/05/2017 08:07:51 AM,01/05/2017 08:12:59 AM,,,Fire,01/05/2017 11:00:18 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,false,Fire,2,CHIEF,5,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-B08
170050729,B07,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:05:40 AM,01/05/2017 08:07:05 AM,,,,Fire,01/05/2017 09:43:11 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,false,Fire,2,CHIEF,22,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-B07
170050729,B06,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:20:40 AM,01/05/2017 08:22:22 AM,01/05/2017 08:41:13 AM,,,Fire,01/05/2017 08:51:18 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,false,Fire,2,CHIEF,18,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-B06
170050729,AR1,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:17:50 AM,01/05/2017 08:24:23 AM,01/05/2017 08:41:22 AM,,,Fire,01/05/2017 10:17:10 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,false,Fire,2,INVESTIGATION,19,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-AR1
170050729,70,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:17:50 AM,01/05/2017 08:18:39 AM,01/05/2017 08:26:39 AM,,,Fire,01/05/2017 09:19:55 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,true,Fire,2,MEDIC,12,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-70
170050729,57,17001995,Structure Fire,01/05/2017,01/05/2017,01/05/2017 08:04:24 AM,01/05/2017 08:04:57 AM,01/05/2017 08:05:40 AM,01/05/2017 08:05:50 AM,01/05/2017 08:15:36 AM,01/05/2017 08:23:16 AM,01/05/2017 08:44:28 AM,Fire,01/05/2017 10:17:27 AM,600 Block of CLARENDON AVE,San Francisco,94131,B08,20,5367,3,3,3,true,Fire,2,MEDIC,7,8,7,Inner Sunset,"(37.7519950375446, -122.458952047787)",170050729-57
170050691,56,17001994,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:51:25 AM,01/05/2017 07:51:25 AM,01/05/2017 07:53:51 AM,01/05/2017 07:54:21 AM,01/05/2017 08:14:38 AM,01/05/2017 08:29:04 AM,01/05/2017 08:59:00 AM,Code 2 Transport,01/05/2017 09:49:08 AM,300 Block of GRAND VIEW AVE,San Francisco,94114,B06,24,5373,2,2,2,true,Non Life-threatening,1,MEDIC,1,6,8,Noe Valley,"(37.7528342532724, -122.442154959847)",170050691-56
170050681,82,17001993,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:44:51 AM,01/05/2017 07:46:54 AM,01/05/2017 07:47:37 AM,01/05/2017 07:47:46 AM,,,,Cancelled,01/05/2017 08:14:03 AM,VAN NESS AV/MCALLISTER ST,San Francisco,94102,B02,36,3165,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,5,Hayes Valley,"(37.780074696823, -122.420247184793)",170050681-82
170050679,78,17001992,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:45:27 AM,01/05/2017 07:46:38 AM,01/05/2017 07:51:30 AM,01/05/2017 07:51:36 AM,01/05/2017 08:02:53 AM,01/05/2017 08:14:16 AM,01/05/2017 08:25:46 AM,Code 2 Transport,01/05/2017 08:56:38 AM,0 Block of ALHAMBRA ST,San Francisco,94123,B04,16,3565,2,3,3,true,Potentially Life-Threatening,1,MEDIC,1,4,2,Marina,"(37.8028621250371, -122.437767918656)",170050679-78
170050671,E43,17001991,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:39:19 AM,01/05/2017 07:43:40 AM,01/05/2017 07:45:44 AM,01/05/2017 07:47:02 AM,01/05/2017 07:53:04 AM,,,No Merit,01/05/2017 08:05:22 AM,1800 Block of SUNNYDALE AVE,San Francisco,94134,B09,43,6241,2,2,2,true,Non Life-threatening,1,ENGINE,1,9,10,Visitacion Valley,"(37.7121495088226, -122.417141225728)",170050671-E43
170050671,82,17001991,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:39:19 AM,01/05/2017 07:43:40 AM,01/05/2017 08:26:21 AM,01/05/2017 08:26:21 AM,01/05/2017 08:39:17 AM,,,No Merit,01/05/2017 08:45:37 AM,1800 Block of SUNNYDALE AVE,San Francisco,94134,B09,43,6241,2,2,2,true,Non Life-threatening,1,MEDIC,2,9,10,Visitacion Valley,"(37.7121495088226, -122.417141225728)",170050671-82
170050671,57,17001991,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:39:19 AM,01/05/2017 07:43:40 AM,01/05/2017 08:04:48 AM,,,,,No Merit,01/05/2017 08:05:02 AM,1800 Block of SUNNYDALE AVE,San Francisco,94134,B09,43,6241,2,2,2,true,Non Life-threatening,1,MEDIC,3,9,10,Visitacion Valley,"(37.7121495088226, -122.417141225728)",170050671-57
170050666,RC2,17001990,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:40:53 AM,01/05/2017 07:40:53 AM,01/05/2017 08:05:04 AM,01/05/2017 08:05:04 AM,01/05/2017 08:05:07 AM,,,Code 2 Transport,01/05/2017 08:09:46 AM,700 Block of STANYAN ST,San Francisco,94122,B05,12,4552,2,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,2,5,5,Golden Gate Park,"(37.7677678622499, -122.453326877728)",170050666-RC2
170050666,E12,17001990,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:40:53 AM,01/05/2017 07:40:53 AM,01/05/2017 07:50:35 AM,01/05/2017 07:52:20 AM,,,,Code 2 Transport,01/05/2017 08:07:03 AM,700 Block of STANYAN ST,San Francisco,94122,B05,12,4552,2,3,3,true,Potentially Life-Threatening,1,ENGINE,3,5,5,Golden Gate Park,"(37.7677678622499, -122.453326877728)",170050666-E12
170050666,71,17001990,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:40:53 AM,01/05/2017 07:40:53 AM,01/05/2017 07:50:35 AM,01/05/2017 07:50:41 AM,01/05/2017 07:59:24 AM,01/05/2017 08:15:54 AM,01/05/2017 08:35:58 AM,Code 2 Transport,01/05/2017 09:20:08 AM,700 Block of STANYAN ST,San Francisco,94122,B05,12,4552,2,3,3,true,Potentially Life-Threatening,1,MEDIC,1,5,5,Golden Gate Park,"(37.7677678622499, -122.453326877728)",170050666-71
170050664,T08,17001989,Alarms,01/05/2017,01/04/2017,01/05/2017 07:39:11 AM,01/05/2017 07:40:50 AM,01/05/2017 07:40:58 AM,01/05/2017 07:43:28 AM,01/05/2017 07:46:12 AM,,,Fire,01/05/2017 07:47:16 AM,100 Block of TOWNSEND ST,San Francisco,94107,B03,08,2154,3,3,3,false,Alarm,1,TRUCK,2,3,6,Mission Bay,"(37.7796910137658, -122.391588816975)",170050664-T08
170050664,E08,17001989,Alarms,01/05/2017,01/04/2017,01/05/2017 07:39:11 AM,01/05/2017 07:40:50 AM,01/05/2017 07:40:58 AM,01/05/2017 07:42:38 AM,01/05/2017 07:44:58 AM,,,Fire,01/05/2017 07:52:32 AM,100 Block of TOWNSEND ST,San Francisco,94107,B03,08,2154,3,3,3,true,Alarm,1,ENGINE,1,3,6,Mission Bay,"(37.7796910137658, -122.391588816975)",170050664-E08
170050664,B03,17001989,Alarms,01/05/2017,01/04/2017,01/05/2017 07:39:11 AM,01/05/2017 07:40:50 AM,01/05/2017 07:40:58 AM,01/05/2017 07:42:54 AM,,,,Fire,01/05/2017 07:47:06 AM,100 Block of TOWNSEND ST,San Francisco,94107,B03,08,2154,3,3,3,false,Alarm,1,CHIEF,3,3,6,Mission Bay,"(37.7796910137658, -122.391588816975)",170050664-B03
170050656,E01,17001988,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:37:20 AM,01/05/2017 07:37:20 AM,01/05/2017 07:38:28 AM,01/05/2017 07:40:43 AM,01/05/2017 07:43:33 AM,,,Code 2 Transport,01/05/2017 08:02:38 AM,MARKET ST/4TH ST,San Francisco,94103,B03,01,1322,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,1,6,South of Market,"(37.7857439877905, -122.405831012392)",170050656-E01
170050656,55,17001988,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:37:20 AM,01/05/2017 07:37:20 AM,01/05/2017 07:43:49 AM,01/05/2017 07:43:53 AM,01/05/2017 07:56:00 AM,01/05/2017 08:08:38 AM,01/05/2017 08:18:38 AM,Code 2 Transport,01/05/2017 09:38:00 AM,MARKET ST/4TH ST,San Francisco,94103,B03,01,1322,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,1,6,South of Market,"(37.7857439877905, -122.405831012392)",170050656-55
170050643,88,17001987,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:31:09 AM,01/05/2017 07:32:30 AM,01/05/2017 07:35:49 AM,01/05/2017 07:35:51 AM,01/05/2017 07:55:41 AM,01/05/2017 08:16:48 AM,01/05/2017 08:34:41 AM,Code 2 Transport,01/05/2017 09:06:26 AM,1600 Block of 10TH AV,San Francisco,94122,B08,22,7335,2,2,2,true,Non Life-threatening,1,MEDIC,1,8,7,Inner Sunset,"(37.7574688626604, -122.466858391798)",170050643-88
170050633,91,17001986,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:27:02 AM,01/05/2017 07:28:40 AM,01/05/2017 07:33:08 AM,01/05/2017 07:33:14 AM,01/05/2017 07:57:02 AM,01/05/2017 08:10:59 AM,01/05/2017 08:29:34 AM,Code 2 Transport,01/05/2017 09:06:38 AM,1300 Block of FELL ST,San Francisco,94117,B05,21,4252,2,2,2,true,Non Life-threatening,1,MEDIC,1,5,5,Hayes Valley,"(37.7736869919131, -122.440088215983)",170050633-91
170050620,E17,17001984,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:21:54 AM,01/05/2017 07:24:21 AM,01/05/2017 07:24:39 AM,01/05/2017 07:27:25 AM,01/05/2017 07:31:55 AM,,,Code 2 Transport,01/05/2017 07:50:52 AM,1700 Block of CARROLL AV,San Francisco,94124,B10,17,6537,2,2,2,true,Non Life-threatening,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7261517430288, -122.39555385882)",170050620-E17
170050620,61,17001984,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:21:54 AM,01/05/2017 07:24:21 AM,01/05/2017 07:24:39 AM,01/05/2017 07:24:46 AM,01/05/2017 07:33:15 AM,01/05/2017 07:58:57 AM,01/05/2017 08:17:07 AM,Code 2 Transport,01/05/2017 09:00:27 AM,1700 Block of CARROLL AV,San Francisco,94124,B10,17,6537,2,2,2,true,Non Life-threatening,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.7261517430288, -122.39555385882)",170050620-61
170050618,E32,17001983,Electrical Hazard,01/05/2017,01/04/2017,01/05/2017 07:22:08 AM,01/05/2017 07:23:49 AM,01/05/2017 07:25:58 AM,01/05/2017 07:27:20 AM,01/05/2017 07:30:29 AM,,,Fire,01/05/2017 07:34:42 AM,100 Block of APPLETON AVE,San Francisco,94110,B06,32,5646,3,3,3,false,Alarm,1,ENGINE,1,6,9,Bernal Heights,"(37.7385490450902, -122.423071299928)",170050618-E32
170050617,E23,17001982,Traffic Collision,01/05/2017,01/04/2017,01/05/2017 07:23:35 AM,01/05/2017 07:23:35 AM,01/05/2017 07:24:00 AM,01/05/2017 07:25:54 AM,01/05/2017 07:29:10 AM,,,Code 2 Transport,01/05/2017 07:44:40 AM,IRVING ST/34TH AV,San Francisco,94122,B08,23,7564,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7628533165971, -122.493198798836)",170050617-E23
170050617,91,17001982,Traffic Collision,01/05/2017,01/04/2017,01/05/2017 07:23:35 AM,01/05/2017 07:23:35 AM,01/05/2017 07:31:19 AM,01/05/2017 07:31:23 AM,,,,Code 2 Transport,01/05/2017 07:32:37 AM,IRVING ST/34TH AV,San Francisco,94122,B08,23,7564,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,8,4,Sunset/Parkside,"(37.7628533165971, -122.493198798836)",170050617-91
170050617,79,17001982,Traffic Collision,01/05/2017,01/04/2017,01/05/2017 07:23:35 AM,01/05/2017 07:23:35 AM,01/05/2017 07:24:00 AM,01/05/2017 07:29:08 AM,01/05/2017 07:37:49 AM,01/05/2017 07:56:05 AM,01/05/2017 08:13:00 AM,Code 2 Transport,01/05/2017 08:55:45 AM,IRVING ST/34TH AV,San Francisco,94122,B08,23,7564,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,8,4,Sunset/Parkside,"(37.7628533165971, -122.493198798836)",170050617-79
170050616,E31,17001981,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:21:19 AM,01/05/2017 07:23:09 AM,01/05/2017 07:27:13 AM,01/05/2017 07:28:22 AM,01/05/2017 07:31:30 AM,,,Fire,01/05/2017 07:37:27 AM,3500 Block of GEARY BLVD,San Francisco,94118,B07,31,7113,3,3,3,false,Non Life-threatening,1,ENGINE,1,7,1,Lone Mountain/USF,"(37.7812170341948, -122.457001538533)",170050616-E31
170050616,88,17001981,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:21:19 AM,01/05/2017 07:23:09 AM,01/05/2017 07:27:13 AM,01/05/2017 07:27:16 AM,,,,Fire,01/05/2017 07:35:23 AM,3500 Block of GEARY BLVD,San Francisco,94118,B07,31,7113,3,3,3,true,Non Life-threatening,1,MEDIC,2,7,1,Lone Mountain/USF,"(37.7812170341948, -122.457001538533)",170050616-88
170050604,E36,17001980,Traffic Collision,01/05/2017,01/04/2017,01/05/2017 07:20:59 AM,01/05/2017 07:20:59 AM,01/05/2017 07:22:07 AM,01/05/2017 07:22:20 AM,01/05/2017 07:27:15 AM,,,Code 2 Transport,01/05/2017 08:23:16 AM,VAN NESS AV/HAYES ST,San Francisco,94102,B02,36,3166,2,2,2,true,Non Life-threatening,1,ENGINE,1,2,6,Tenderloin,"(37.7772998560434, -122.419693565739)",170050604-E36
170050604,79,17001980,Traffic Collision,01/05/2017,01/04/2017,01/05/2017 07:20:59 AM,01/05/2017 07:20:59 AM,01/05/2017 07:22:07 AM,,,,,Code 2 Transport,01/05/2017 07:23:43 AM,VAN NESS AV/HAYES ST,San Francisco,94102,B02,36,3166,2,2,2,true,Non Life-threatening,1,MEDIC,3,2,6,Tenderloin,"(37.7772998560434, -122.419693565739)",170050604-79
170050604,52,17001980,Traffic Collision,01/05/2017,01/04/2017,01/05/2017 07:20:59 AM,01/05/2017 07:20:59 AM,01/05/2017 07:26:55 AM,01/05/2017 07:27:04 AM,01/05/2017 07:43:32 AM,01/05/2017 08:00:27 AM,01/05/2017 08:33:58 AM,Code 2 Transport,01/05/2017 09:10:54 AM,VAN NESS AV/HAYES ST,San Francisco,94102,B02,36,3166,2,2,2,true,Non Life-threatening,1,MEDIC,2,2,6,Tenderloin,"(37.7772998560434, -122.419693565739)",170050604-52
170050594,E36,17001979,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:13:13 AM,01/05/2017 07:15:11 AM,01/05/2017 07:16:56 AM,01/05/2017 07:18:25 AM,,,,Code 2 Transport,01/05/2017 07:21:20 AM,200 Block of 13TH ST,San Francisco,94103,B02,36,5123,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,2,9,Mission,"(37.7697208630457, -122.417949217834)",170050594-E36
170050594,53,17001979,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:13:13 AM,01/05/2017 07:15:11 AM,01/05/2017 07:16:56 AM,01/05/2017 07:17:03 AM,01/05/2017 07:19:58 AM,01/05/2017 07:32:30 AM,01/05/2017 07:52:37 AM,Code 2 Transport,01/05/2017 08:23:44 AM,200 Block of 13TH ST,San Francisco,94103,B02,36,5123,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,9,Mission,"(37.7697208630457, -122.417949217834)",170050594-53
170050592,KM08,17001978,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:13:35 AM,01/05/2017 07:13:35 AM,01/05/2017 07:14:50 AM,01/05/2017 07:15:21 AM,01/05/2017 07:47:41 AM,01/05/2017 08:00:14 AM,01/05/2017 08:36:07 AM,Code 2 Transport,01/05/2017 09:13:30 AM,2100 Block of FUNSTON AVE,San Francisco,94116,B08,40,7348,2,3,3,false,Non Life-threatening,1,PRIVATE,1,8,7,West of Twin Peaks,"(37.7480158894767, -122.469420379357)",170050592-KM08
170050584,RS2,17001977,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:07:03 AM,01/05/2017 07:11:19 AM,01/05/2017 07:11:54 AM,01/05/2017 07:13:28 AM,,,,Code 2 Transport,01/05/2017 07:13:52 AM,2100 Block of MISSION ST,San Francisco,94110,B02,07,5423,3,3,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,3,2,9,Mission,"(37.7628776667056, -122.419528998826)",170050584-RS2
170050584,E29,17001977,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:07:03 AM,01/05/2017 07:11:19 AM,01/05/2017 07:11:54 AM,01/05/2017 07:13:02 AM,01/05/2017 07:17:17 AM,,,Code 2 Transport,01/05/2017 07:30:09 AM,2100 Block of MISSION ST,San Francisco,94110,B02,07,5423,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,9,Mission,"(37.7628776667056, -122.419528998826)",170050584-E29
170050584,AM24,17001977,Medical Incident,01/05/2017,01/04/2017,01/05/2017 07:07:03 AM,01/05/2017 07:11:19 AM,01/05/2017 07:19:03 AM,01/05/2017 07:20:05 AM,01/05/2017 07:22:46 AM,01/05/2017 07:38:19 AM,01/05/2017 07:50:21 AM,Code 2 Transport,01/05/2017 08:09:19 AM,2100 Block of MISSION ST,San Francisco,94110,B02,07,5423,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,2,9,Mission,"(37.7628776667056, -122.419528998826)",170050584-AM24
170050558,E03,17001976,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:59:19 AM,01/05/2017 06:59:58 AM,01/05/2017 07:00:19 AM,01/05/2017 07:00:40 AM,01/05/2017 07:00:44 AM,,,Fire,01/05/2017 07:17:59 AM,1000 Block of POLK ST,San Francisco,94109,B04,03,3121,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,6,Tenderloin,"(37.7861172118379, -122.419854245692)",170050558-E03
170050558,AM24,17001976,Medical Incident,01/05/2017,01/04/2017,01/05/2017 06:59:19 AM,01/05/2017 06:59:58 AM,01/05/2017 07:14:42 AM,01/05/2017 07:14:42 AM,,,,Fire,01/05/2017 07:16:49 AM,1000 Block of POLK ST,San Francisco,94109,B04,03,3121,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,4,6,Tenderloin,"(37.7861172118379, -122.419854245692)",170050558-AM24
